Work Item Type,Title,Description,Acceptance Criteria,Parent
User Story,Realizar pick,Yo como manager en turno quiero realizar mi pick desde la lista de disponibles para entonces asignar el jugador a mi equipo dentro del tiempo establecido.,"• Durante el turno, se habilita la selección desde la lista de jugadores disponibles (filtrable y ordenada por ranking).
• El cronómetro corre durante el turno con el tiempo configurado.
• La interfaz indica claramente qué equipo está en turno y cuál jugador está siendo seleccionado si ya se inició la elección.
• Al seleccionar un jugador, el sistema valida disponibilidad, asigna el jugador al equipo del turno y avanza al siguiente turno.
• La acción se refleja en la vista del estado del draft.
Alternos:
• Si el jugador ya fue tomado por otra confirmación, se rechaza la solicitud con mensaje claro y se mantiene el tiempo restante para elegir otro.",
User Story,Soporte de reconexión de participantes,Yo como participante quiero poder reconectarme a la sesión de draft para entonces recuperar el estado actual y continuar sin perder mi turno.,"• Ante una reconexión, el cliente recibe el estado autoritativo: ronda, turno, tiempo restante, picks confirmados y disponibilidad.
• Si el equipo se reconecta estando en turno y el tiempo sigue vigente, puede confirmar su pick.
• Si el tiempo expiró durante la desconexión, se aplica el resultado correspondiente (autopick o pérdida del turno según reglas).
• No se permiten acciones duplicadas al reintentar operaciones previas; el sistema debe ser idempotente.
Alternos:
• Si el usuario pierde permisos o su sesión expira, la reconexión se rechaza con mensaje claro.",
User Story,Recuperación ante fallos de sesión,Yo como comisionado de liga quiero que la sesión se recupere ante fallos para entonces continuar el draft sin inconsistencias.,"• Ante un reinicio del servicio, la sesión restaura su último estado consistente (ronda, turno, tiempo restante aproximado y picks confirmados).
• No se generan picks duplicados; las operaciones parcialmente aplicadas se reconcilian al estado autoritativo.
• Se registra auditoría de la recuperación.
Alternos:
• Si el estado previo no es recuperable, la sesión se bloquea en modo seguro y solo el comisionado puede reanudar desde un punto consistente.",
User Story,Notificaciones en tiempo real del draft,Yo como participante quiero recibir notificaciones en tiempo real del draft en el canal de Discord de mi liga para entonces mantenerme sincronizado con el avance.,"• Al confirmarse un pick o cambiar de turno, se envía una notificación al canal de Discord configurado para la liga y a los clientes conectados.
• El equipo en turno recibe una notificación destacada al iniciar su pick.
• Las notificaciones incluyen jugador seleccionado, equipo asignado, ronda y turno.
Alternos:
• Si el canal de Discord no está configurado (otro US), se notifica solo a los clientes conectados y se registra advertencia.",
User Story,Cerrar sesión de draft,Yo como comisionado de liga quiero que el cierre del draft ocurra automáticamente para entonces garantizar la finalización en cuanto todos los picks estén completos.,"• La sesión se cierra automáticamente al completarse todas las rondas para todos los equipos; el estado pasa a Cerrado y no se aceptan más picks.
• Se guarda el registro final de picks y orden de selección.
Alternos:
• Si se requiere un cierre manual por contingencia, el sistema solicita confirmación y documenta la excepción en auditoría.",
User Story,Ver estado de draft,Yo como participante quiero ver el estado del draft para entonces conocer picks por ronda y la lista de jugadores disponibles por posición.,"• La vista de estado muestra, por ronda y por posición, qué jugadores han sido seleccionados y por qué equipo.
• La lista de jugadores disponibles se muestra ordenada por ranking y paginada de 20 en 20.
• Se puede filtrar por posición y buscar por nombre.
• La vista se actualiza en tiempo real con cada pick confirmado.
Alternos:
• Si se pierde la conexión, al reconectar se muestra el estado autoritativo más reciente.",
User Story,Lobby de pre-inicio del draft,Yo como participante quiero unirme a un lobby de pre-inicio para entonces confirmar mi presencia antes de que comience el draft.,"• El lobby se abre automáticamente cuando el draft entra en estado Abierta (5 minutos antes de la hora programada).
• Los participantes pueden entrar para verificar su conexión y confirmar su disponibilidad.
• La vista de lobby muestra el listado de equipos conectados, su estado de presencia y el tiempo restante para el inicio.
• El sistema registra la presencia de cada equipo para fines de auditoría y posibles ajustes de autopick.
Alternos:
• Si un equipo no entra al lobby antes del inicio, puede unirse durante En_Progreso, pero aparecerá como ausente en el registro de presencia.",
User Story,Desconectar manualmente del draft,Yo como participante quiero desconectarme manualmente de la sesión de draft para entonces dejar de participar y que el sistema continúe con Autopick en mi lugar.,"• El participante puede elegir desconectarse de la sesión de draft en cualquier momento.
• Al desconectarse, su estado cambia automáticamente a Autopick para los turnos restantes.
• La vista del estado del draft refleja la desconexión y el cambio de estado a Autopick.
Alternos:
• Si el participante se reconecta después de una desconexión manual, puede volver a cambiar su estado a Manual.",
User Story,Realizar turno en formato Subasta,Yo como participante quiero realizar un turno en formato Subasta para entonces ofertar por jugadores con presupuesto limitado y avanzar la selección de manera competitiva.,"• Durante el turno de subasta, todos los equipos pueden ofertar como máximo una vez por turno.
• No se permiten empates: ante dos ofertas del mismo valor, se toma la primera oferta recibida y validadamente registrada por el sistema.
• Las ofertas deben ser estrictamente mayores a la oferta vigente y no pueden exceder el presupuesto disponible del equipo.
• Al finalizar el tiempo del turno de subasta, el jugador se asigna al equipo con la oferta válida más alta.
• Tras la asignación, el presupuesto del equipo ganador se reduce por el monto ofertado y la cantidad de espacios en su equipo disponible y el proceso avanza al siguiente jugador en subasta.
• Si un equipo está en estado Autopick, su puja por defecto es el precio mínimo del jugador en todas las rondas mientras permanezca en Autopick.
• La asignación del jugador es persistida antes de avanzar al siguiente jugador para evitar inconsistencias.
• La vista del estado del draft refleja en tiempo real la puja vigente, el tiempo restante y el resultado del turno.
Alternos:
• Si una oferta llega fuera de tiempo, se rechaza con mensaje claro sin afectar el resultado.
• Si dos ofertas válidas llegan prácticamente simultáneas con distinto valor, se toma la más alta; si el valor es igual, se toma la primera validada y la otra se rechaza por empate.
• Si el equipo no tiene presupuesto suficiente para su oferta, se rechaza con mensaje claro.
• Si nadie oferta (ni autopick), el jugador queda sin asignar y se avanza al siguiente jugador en subasta.",
User Story,Ver resumen post‑draft por ronda,Yo como participante quiero ver un resumen readonly del draft para entonces consultar los jugadores escogidos por ronda y por equipo.,"• El resumen está disponible cuando el draft cambia a Cerrado (Finalizado).
• La vista muestra por cada ronda y turno: equipo, jugador asignado, posición y marca temporal.
• Incluye filtros por equipo y posición, y paginación de 20 ítems por página.
• El contenido es de solo lectura y no permite ediciones ni reversión de picks.
• Se consolida el roster completo por equipo, con conteo por posición.
Alternos:
• Si el estado del draft no es Cerrado (Finalizado), se muestra una alerta indicando que el resumen estará disponible al finalizar.
• Si la carga de datos falla, se ofrece reintento y se registra el incidente en auditoría.",
User Story,Enviar análisis de temporada por correo,Yo como manager quiero recibir por correo un análisis de fortalezas y debilidades de mi equipo para entonces conocer una nota del draft y una predicción de victorias/derrotas.,"• Al cerrar el draft, el sistema compila para cada equipo su listado de picks, posiciones y métricas básicas.
• El sistema invoca el servicio de análisis  ChatGPT API, con la información del draft para generar: fortalezas, debilidades, nota del draft y predicción de victorias/derrotas.
• Cada informe se envía únicamente al correo del manager del equipo correspondiente (privacidad por equipo).
• El correo incluye fecha, liga, resumen del roster y el análisis generado.
• Queda registro de envío (equipo, correo de destino, estado, timestamp).
Alternos:
• Si el servicio de análisis no responde, se reintenta con backoff; si persiste, se envía un correo indicando que el análisis estará disponible más tarde.
• Si el envío de correo falla (rebote), se registra en auditoría y se notifica al comisionado.",
User Story,Publicar resumen post‑draft en Discord,Yo como comisionado quiero publicar un resumen readonly del draft en el canal de Discord de la liga para entonces socializar los resultados con los participantes.,"• Al cerrar el draft, se publica un resumen con: orden de rondas, picks por equipo y métricas clave (p.ej., número de jugadores por posición).
• El contenido se envía al canal de Discord configurado para la liga.
• Se registra auditoría del intento de publicación y su resultado.
Alternos:
• Si el canal de Discord no está configurado, se omite el envío y se notifica al comisionado.
• Si la publicación falla, se reintenta con backoff y, si persiste, se deja constancia y se avisa al comisionado.",
User Story,Exportar resultados post‑draft,Yo como comisionado quiero exportar los resultados del draft para entonces compartir o analizar los datos fuera de la plataforma.,"• Se puede exportar el resumen post‑draft en formatos CSV y JSON; opcionalmente PDF con tabla por rondas y roster por equipo.
• La exportación incluye: orden de rondas, equipo, jugador, posición, timestamp y método de selección (manual/autopick/subasta).
Alternos:
• Si la exportación excede límites de tamaño, se genera un archivo segmentado y se informa al usuario.
• Si ocurre un error, se muestra mensaje claro y se permite reintento.",
User Story,Editar branding de equipo,Yo como manager de equipo quiero editar el branding de mi equipo para entonces mantener mi equipo personalizado.,"• Se pueden editar: nombre del equipo e imagen del equipo.
• El nombre del equipo debe ser único dentro de la liga (1–100 caracteres).
• No se permiten co‑managers; solo existe un manager por equipo.
• La imagen acepta formatos JPEG o PNG, tamaño máximo 5 MB y dimensiones entre 300x300 y 1024x1024 píxeles.
• El sistema genera automáticamente un thumbnail a partir de la imagen cargada.
• Se registra auditoría de cambios (quién, qué, cuándo).
Alternos:
• Si el nombre ya existe en la liga o no cumple el formato, se rechaza con mensaje claro.
• Si la imagen excede tamaño/dimensiones o formato no permitido, se muestra error y no se guardan cambios.",
User Story,Ver mi equipo,Yo como manager de equipo quiero ver la información completa de mi equipo  para entonces saber el estado actual de mi equipo.,"• La vista muestra: nombre del equipo, manager, imagen (thumbnail), estado y liga.
• La vista lista los jugadores asignados al equipo por posición, mostrando: nombre, foto (thumbnail), posición, equipo NFL y designación de lesión (si aplica).
• La vista permite filtrar por posición y buscar por nombre de jugador.
• El contenido es de solo lectura y refleja el estado actual del roster.
• Se muestra un gráfico con la distribucion porcentual de jugadores por forma de ser agregado (draft, cambio, agente libre)
Alternos:
• Si no hay jugadores asignados, se muestran secciones vacías con mensajes informativos.
• Si la imagen no está configurada, se muestra una imagen por defecto.",
User Story,Ver historial del equipo por temporada,Yo como manager de equipo quiero ver el historial del equipo en temporadas finalizadas parapoder ver mis resultados y rendimiento en cada temporada.,"• La vista muestra para cada temporada finalizada: nombre de la liga, posición final en la tabla, victorias, derrotas y empates.
• La vista indica premios o reconocimientos obtenidos (p. ej., campeón de liga, mayor puntuación semanal).
• Se puede ver lado a lado el roster post‑draft con el roster final de la temporada.
• Se permite navegar a la ficha de cada jugador desde cualquiera de los dos rosters.
Alternos:
• Si la temporada aún no está finalizada, se informa que los datos de historial estarán disponibles al cierre.
• Si no hay temporadas previas, se muestra un estado vacío con mensaje informativo.",
User Story,Listar jugadores activos de la NFL,Yo como manager de equipo quiero ver el listado de jugadores activos de la NFL para entonces explorar el pool completo disponible en la temporada.,"• El listado muestra a todos los jugadores activos de la temporada vigente.
• Por cada jugador se visualiza: nombre, posición, foto (thumbnail), equipo NFL, Equipo de mi liga fantasy (si existe), próximo rival (o BYE si aplica) y designación de lesión (si existe).
• El estado del jugador indica si está libre o asignado a un equipo de la liga.
• La vista soporta paginación de 20 resultados por página por defecto.
Alternos:
• Si no hay datos disponibles temporalmente, se muestra estado vacío y opción de reintentar.",
User Story,Filtrar y ordenar jugadores,Yo como manager de equipo  quiero filtrar y ordenar jugadores para entonces encontrar rápidamente perfiles relevantes a mi estrategia.,"• Filtros por posición (QB, RB, WR, TE, K, DEF, etc.) y por estado de disponibilidad (libre o en un equipo de la liga).
• Filtro por designación de lesión (O, D, Q, P/FP, IR, PUP, SUS).
• Ordenar por nombre (A–Z/Z–A) y por puntos fantasy acumulados en la temporada (ascendente/descendente).
• Los filtros y el orden se pueden combinar y persisten mientras el usuario navega.
• La paginación respeta los filtros y el orden seleccionados.
Alternos:
• Si la combinación de filtros no devuelve resultados, se muestra estado vacío con opción de limpiar filtros.",
User Story,Buscar jugadores por nombre,Yo como manager de equipo  quiero buscar jugadores por nombre para entonces localizar rápidamente perfiles específicos sin recorrer todo el listado.,"• La búsqueda por nombre funciona con coincidencia parcial e ignora mayúsculas/minúsculas.
• La búsqueda se puede combinar con filtros de posición, disponibilidad y designación de lesión.
• Los resultados mantienen paginación y orden configurados.
Alternos:
• Si no hay coincidencias, se muestra estado vacío y opción de limpiar búsqueda.",
User Story,Ver perfil detallado de jugador,"Yo como manager de equipo quiero ver el perfil detallado de un jugador para entonces consultar su información, noticias y desempeño reciente.","• El perfil muestra: nombre, equipo NFL, posición y foto en tamaño completo.
• Se muestra la información de lesiones; si no hay, se indica explícitamente que no existen lesiones registradas.
• Las noticias del jugador se muestran en orden cronológico inverso (recientes primero).
• La navegación permite volver al listado conservando filtros, orden y búsqueda previos.
• Para la temporada actual se muestra, por semana: rival, fecha, puntos fantasy totales y desglose por categorías de puntuación configuradas en la liga.
• Las semanas se ordenan cronológicamente y pueden expandirse/contraerse.
• Si el equipo del jugador tiene descanso, la semana aparece con marca BYE y 0 puntos.
Alternos:
• Si faltan datos de alguna semana, se indica como pendiente y no afecta el resto del historial.
• Si el jugador no tiene noticias, se muestra un estado informativo de sin noticias para no afectar el resto del perfil.
Información adicional – designaciones de lesión:
• Fuera (O): no jugarán.
• Dudoso (D): muy poco probable que jueguen (~25%).
• Cuestionable (Q): probabilidad ~50%, suele definirse el día del partido.
• Probable (P) / Participación Plena (FP): casi seguro que juega (usado en reportes de práctica).
• Reserva de Lesionados (IR): fuera por periodo extendido según reglas de la liga/NFL.
• Incapaz Físicamente de Jugar (PUP): no habilitado para jugar hasta cumplir requisitos médicos/reglamentarios.
• Suspendido (SUS): no elegible por sanción.
• Estas noticias y designaciones son agregadas por administradores del sistema.",
User Story,Agregar noticia de jugador,Yo como administrador del sistema quiero agregar una noticia a un jugador para entonces mantener informados a los usuarios sobre novedades y lesiones.,"• El formulario acepta un texto entre 10 y 300 caracteres y un indicador de si la noticia es de lesión.
• La fecha/hora de creación se autogenera al momento de guardar.
• Si la noticia es de lesión, además se requiere un resumen de hasta 30 caracteres y una designación: O, D, Q, P/FP, IR, PUP o SUS.
• Tras guardarse, la noticia aparece en el perfil del jugador en orden cronológico inverso y se actualiza la designación visible del jugador con la nueva categoría indicada.
• Se registra auditoría (autor, fecha/hora, cambios).
Alternos:
• Si el texto no cumple los límites o falta la designación en una noticia de lesión, se rechaza con mensaje claro.
• Si el jugador no existe o está inactivo, se rechaza con mensaje claro.
Información adicional – designaciones de lesión:
• Fuera (O): no jugarán.
• Dudoso (D): muy poco probable que jueguen (~25%).
• Cuestionable (Q): probabilidad ~50%, suele definirse el día del partido.
• Probable (P) / Participación Plena (FP): casi seguro que juega (usado en reportes de práctica).
• Reserva de Lesionados (IR): fuera por periodo extendido según reglas de la liga/NFL.
• Incapaz Físicamente de Jugar (PUP): no habilitado para jugar hasta cumplir requisitos médicos/reglamentarios.
• Suspendido (SUS): no elegible por sanción.
• Estas noticias y designaciones son agregadas por administradores del sistema.",
User Story,Eliminar noticia de jugador y revertir designación,Yo como administrador del sistema quiero eliminar una noticia de un jugador para entonces corregir o retirar información y restaurar su designación previa cuando aplique.,"• Se puede eliminar una noticia específica del jugador.
• Si la noticia eliminada modificaba la designación de lesión, el sistema revierte la designación al estado previo a esa noticia (según historial).
• El historial conserva un registro de eliminación (quién, cuándo, noticia afectada).
Alternos:
• Si la noticia no existe o ya fue eliminada, se informa y no se aplican cambios.
• Si no hay designación previa a la noticia eliminada, la designación del jugador queda como 'sin designación'.",
User Story,Editar plantilla semanal del equipo,Yo como manager quiero editar mi plantilla semanal para entonces poder mover jugadores entre banca y titulares antes de guardar los cambios.,"• El usuario puede mover un jugador desde la banca a una posición titular siempre y cuando el jugador tenga esa posición. El jugador que ocupaba esa posición pasará a la banca.
• Los movimientos son ilimitados hasta que se presione Guardar.
• Al presionar Guardar, la plantilla queda actualizada y se refleja en el sistema.
• La validación garantiza que todas las posiciones titulares requeridas de la liga queden ocupadas o explícitamente vacías.
Alternos:
• Si un jugador no cumple la posición, se rechaza el movimiento con mensaje de error.
• Los cambios en la plantilla solo pueden realizarse entre el final de la semana anterior (o el draft en la primera semana) y la fecha/hora de inicio de la siguiente semana de competencia definida en el calendario.
• Después de ese momento, los equipos quedan en modo partida read-only.",
User Story,Reset de plantilla semanal,Yo como manager quiero restablecer mi plantilla a su último estado guardado para entonces descartar todos los cambios no guardados.,"• Opción de Reset disponible mientras se edita la plantilla semanal.
• Al usar Reset, todos los movimientos vuelven al estado del último guardado.
Alternos:
• Si no hay cambios pendientes, la opción Reset está deshabilitada.",
User Story,Mover jugadores a IR,"Yo como manager quiero mover jugadores designados como IR, PUP o SUS a las posiciones especiales de IR para entonces liberar espacio en mi banca o titulares.","• Solo jugadores con designación IR, PUP o SUS pueden ser movidos a los slots de IR.
• Si los slots IR están llenos según configuración de la liga, no se permiten más movimientos a estas casillas hasta que algún jugador deje una libre.
• Los jugadores en IR no suman puntos y no cuentan como titulares ni banca.
• Los jugadores en IR pueden ser despedidos (waived) en cualquier momento, quedando disponibles como agentes libres.
Alternos:
• Si se intenta mover un jugador sin designación válida, el sistema lo rechaza con mensaje de error.
• Si se intenta mover un jugador con IR lleno, el sistema muestra mensaje indicando límite alcanzado.",
User Story,Retorno de jugadores desde IR,Yo como manager quiero regresar a un jugador desde IR a mi plantilla activa para entonces reintegrarlo a mi equipo.,"• El jugador solo puede volver si existe espacio libre en banca o titulares de acuerdo con su posición.
• Al ser reintegrado, deja libre el slot de IR.
Alternos:
• Si no existe espacio libre, el sistema rechaza el movimiento con mensaje de error.",
User Story,Validación de plantilla inválida por cambio de designación,Yo como manager quiero saber cuando mi equipo está en un estado inválido para entonces cumplir siempre con las reglas de elegibilidad.,"• Si un jugador en IR recibe una actualización que le remueve estado IR, PUP o SUS, el equipo pasa a estado Inválido.
• Mientras esté inválido, el equipo no suma puntos.
• El estado se refleja claramente en la interfaz de la plantilla del equipo.
Alternos:
• Si el jugador vuelve a obtener designación IR, PUP o SUS y aún tiene casilla en IR, el equipo vuelve a estado válido. Esto puede suceder por la eliminación de una noticia errónea o cualquier otro cambio realizado por un administrador.",
User Story,Liberar jugador de mi equipo,Yo como manager quiero liberar un jugador de mi equipo para entonces abrir un cupo de roster y ponerlo disponible para otros en mi liga.,"• Al liberar un jugador, este abandona mi equipo y pasa al pool de agentes libres de la liga.
• Inmediatamente se libera un cupo en mi equipo.
• En ligas de formato Subasta, al liberar se acredita a mi saldo el precio vigente del jugador en ese momento.
• La acción queda registrada en auditoría con fecha/hora, equipo y manager.
Alternos:
• Solo puedo liberar jugadores que estén en mi equipo actualmente.",
User Story,Buscar y listar agentes libres,Yo como manager quiero buscar y listar jugadores agentes libres para entonces identificar candidatos para mi equipo.,"• El listado muestra solo jugadores sin equipo en mi liga.
• Se puede buscar por nombre, por posición, equipo NFL y designación de lesión.
• El listado se debe ordenar por puntos fantasy acumulados en la temproada actual hasta el momento (descendente por defecto).
• Por cada jugador se muestran: foto (thumbnail), nombre, equipo NFL, próximo partido (o BYE), puntos acumulados, posición y designación de lesión.
Alternos:
• Si no hay resultados para los filtros/búsqueda, se muestra estado vacío y opción de limpiar filtros.",
User Story,Reclamar jugador con asignación inmediata (Agencia Libre),Yo como manager quiero reclamar un agente libre con asignación inmediata para entonces completar mi plantilla cuando tengo cupos disponibles.,"• Puedo reclamar un jugador libre si mi equipo tiene cupos disponibles.
• En modalidad Estándar de reclamo de jugadores, la asignación es inmediata siguiendo esquema FIFO (primer reclamo válido, primero en asignarse).
• En modalidad Subasta, la asignación inmediata descuenta de mi saldo el precio vigente del jugador; si no tengo saldo suficiente, el reclamo es rechazado.
• Tras la asignación, el jugador se agrega a mi casilla de equipo y disminuye la cantidad de cupos disponibles.
• La operación queda registrada en auditoría con fecha/hora, equipo y manager.
Alternos:
• Si el jugador fue tomado por otro equipo durante el proceso, se informa conflicto y no se asigna.
• Si no tengo cupos disponibles, se rechaza con mensaje claro.",
User Story,Registrar reclamo con prioridad (Waivers),Yo como manager quiero registrar un reclamo de waivers para entonces competir por un jugador cuando hay múltiples interesados.,"• Si la liga está configurada con prioridad de waivers, el reclamo no asigna de inmediato sino que crea una solicitud para adjudicación al final del día.
• En ligas no‑Subasta, la prioridad de adjudicación favorece al equipo con peor posición actual en la tabla de esa liga.
• En ligas Subasta, debo indicar mi puja en el momento del reclamo; la puja no puede ser menor que el precio vigente del jugador.
• En ligas Subasta, las pujas son ocultas hasta la adjudicación; gana la puja más alta y, en caso de empate, el equipo peor posicionado en la tabla.
• El sistema valida que tenga cupo disponible al momento de registrar el reclamo.
• En caso de subasta el sistema valida que tenga el monto de dinero disponible.
• Cada reclamo queda registrado en auditoría con fecha/hora, equipo, manager y parámetros del reclamo y resultado.
Alternos:
• Si ya existe un reclamo activo mío por ese jugador, se evita duplicidad y se informa el estado.
• Si al momento de la adjudicacion el manager ya no cuenta con las posiciones o dinero disponible se pasa al siguiente manager  que solicitara agregar al jugador, si no otros  el jugador sigue como agente libre
• Si el jugador dejó de ser agente libre antes de registrar el reclamo, se rechaza con mensaje claro.",
User Story,Adjudicar waivers al final del día,Yo como sistema quiero ejecutar la adjudicación diaria de waivers para entonces asignar jugadores según prioridad.,"• La adjudicación se ejecuta al final del día según la configuración de la liga.
• En ligas no‑Subasta, el jugador se asigna al equipo con peor posición entre los que lo solicitaron; si solo hay un solicitante, se asigna a ese equipo.
• En ligas Subasta, se asigna al equipo con la puja más alta; en empate, al peor posicionado en la tabla.
• En ligas Subasta, al asignar se descuenta del saldo del equipo ganador el monto de su puja; si al momento de adjudicar no hay saldo suficiente, el reclamo se rechaza y se evalúa el siguiente.
• La asignación actualiza cupos y estado del jugador; los reclamos perdedores se marcan como no adjudicados.
• Se generan eventos de notificación y registros de auditoría de todas las adjudicaciones.
Alternos:
• Si ya existe un reclamo activo mío por ese jugador, se evita duplicidad y se informa el estado.
• Si al momento de la adjudicacion el manager ya no cuenta con las posiciones o dinero disponible se pasa al siguiente manager  que solicitara agregar al jugador, si no otros  el jugador sigue como agente libre
• Si ocurre un error parcial, se aplica consistencia transaccional: sin asignaciones a medias.",
User Story,Notificar movimientos en Discord,Yo como participante quiero que los movimientos de altas y bajas se notifiquen en el canal de Discord de la liga para entonces mantener transparencia en tiempo real.,"• Si el canal de Discord está configurado en la liga, al liberar un jugador se envía notificación con jugador, equipo fantasy, manager, fecha/hora y tipo de movimiento.
• Si el canal de Discord está configurado, al asignarse un jugador (inmediato o por waivers) se envía notificación con los mismos datos (y, si aplica, puja ganadora).
• Si la liga no tiene canal configurado, se romite esta notificacion
• Todos los envíos quedan registrados en auditoría con estado de entrega.
Alternos:
• Si la creación de la noticia falla se omite sublicación y se registra en la auditoría de publicaciones para Discord. ",
User Story,Publicar movimientos en noticias de la liga,Yo como participante quiero que las altas y bajas se publiquen como noticias dentro de la liga para entonces mantener a todos informados desde la aplicación.,"• Al liberar un jugador, se crea una noticia en la sección de noticias de la liga con jugador, equipo fantasy, manager, fecha/hora y tipo de movimiento.
• Al asignarse un jugador (inmediato o por waivers), se crea una noticia con los mismos datos (y, si aplica, la puja ganadora o el orden de prioridad).
• Las noticias se ordenan por fecha/hora (más reciente primero) y enlazan al detalle del movimiento cuando corresponda.
• Se registra auditoría de publicaciones.
Alternos:
• Si la creación de la noticia falla se omite sublicación y se registra en la auditoría de publicaciones. ",
User Story,Selección de liga y roles independientes,Yo como manager que participa en múltiples ligas quiero poder seleccionar cuál liga visualizar y gestionar mi participación según los roles que tenga en cada liga para entonces administrar correctamente la información y responsabilidades sin mezclarlas.,"• El sistema muestra un listado de todas las ligas en las que participo.
• Solo se puede tener un equipo por liga.
• Al seleccionar una liga, toda la navegación y datos corresponden únicamente a esa liga.
• Siempre se muestra en pantalla cuál liga está activa.
• El sistema gestiona roles de manera independiente en cada liga (ejemplo: comisionado en una liga, manager en otra) y habilita las opciones de menú según el rol que tenga en esa liga.
• Los permisos se aplican únicamente dentro de la liga seleccionada.
• Si el usuario participa en una sola liga, no se muestra el selector y se abre directamente esa liga.",
User Story,Selección obligatoria post‑login,Yo como manager que pertenezco a múltiples ligas quiero seleccionar la liga que deseo ver inmediatamente después de iniciar sesión para entonces trabajar directamente en el contexto correcto.,"• Si el usuario pertenece a más de una liga, el sistema siempre solicita selección de liga tras el login.
• La liga elegida se carga como contexto activo y se mantiene durante toda la sesión.
• Si el usuario pertenece a una sola liga, el sistema la abre directamente sin mostrar el selector.",
User Story,Publicar noticia del comisionado,Yo como comisionado de liga quiero crear una noticia con información relevante para los managers y entonces mantener a los participantes informados sobre los eventos de la liga.,"• La noticia incluye título, contenido (máx. 1000 caracteres), creador (autogenerado), liga asociada (autogenerada) y fecha de creación (autogenerada).
• La noticia  será agregada al historial de noticias de la liga en la temporada actual. Estas noticias serán mostradas en el panel principal de la liga.
• La noticia se incluye como parte del historial auditable de la liga.
Alternativos
• Si no se cumple con la información requerida se debe mostrar un mensaje mostrando el fallo.
• Si no se puede agregar la noticia por algún fallo de sistema se debe notificar con un mensaje.",
User Story,Eliminar noticia del comisionado,Yo como comisionado de liga quiero poder eliminar una noticia publicada por error para entonces asegurar que la información disponible en la aplicación sea siempre correcta y actualizada.,"• Solo el comisionado que creó la noticia puede eliminarla.
• Al eliminar, la noticia ya no se muestra en la aplicación.
• El evento de eliminación queda registrado en la auditoría del sistema.
• Si la noticia ya fue enviada a Discord, no se elimina de Discord.",
User Story,Crear temporada con calendario oficial NFL (transaccional),"Yo como administrador del sistema quiero crear una temporada junto con su calendario oficial NFL en un solo flujo para entonces asegurar que toda temporada tenga inmediatamente sus partidos, bye weeks y semanas definidas correctamente.","• La creación solicita: nombre, fecha de inicio, fecha de fin, indicador de temporada actual (sí/no), cantidad de semanas y, para cada semana, fecha de inicio y fin.
• En el mismo flujo se carga el archivo JSON de calendario oficial (NFL-Calendario) con: semana (1–18), equipo casa, equipo visita, fecha/hora, y equipos en BYE.
• Para cada partido importado, el marcador se precarga 0–0.
• Validaciones: fin > inicio; semanas dentro del rango; semanas sin traslapes; equipos válidos; semanas válidas; sin duplicados de partido.
• La operación es transaccional: si falla temporada o calendario, no se crea nada.
• Errores del archivo se listan en pantalla con detalle y no se crean registros (sin parciales).
• Todo archivo procesado se mueve a históricos con prefijo Procesado_<éxito|fallo>_<fecha>_<nombre-archivo>.json.
• Auditoría: registro de autor, fecha/hora y resultado.
Alternos:
• Si el JSON no cumple el esquema esperado o referencias, se rechaza con mensaje claro.
• Si hay fechas que están en conflicto con otra temporada en el mismo rango, se rechaza.",
User Story,Editar datos de temporada,Yo como administrador del sistema quiero editar el nombre de una temporada y marcarla como actual para entonces reflejar el estado vigente del sistema.,"• Se puede modificar el nombre de la temporada.
• Se puede marcar una temporada como 'actual'; al hacerlo, cualquier otra temporada que estuviera como 'actual' deja de estarlo automáticamente (solo una a la vez).
• La acción es auditable (quién, cuándo, valores previos y nuevos).
Alternos:
• Si la temporada ya está marcada como actual, no se realizan cambios redundantes.",
User Story,Ver calendario y bye weeks por temporada,Yo como usuario de la liga quiero consultar el calendario y las bye weeks por temporada para entonces planificar mis alineaciones con base en los partidos oficiales.,"• La vista muestra, por semana: partidos (equipo casa vs equipo visita, fecha/hora) y equipos en BYE.
• Se puede filtrar por equipo NFL y por semana.
• Los equipos en BYE se muestran claramente; esos jugadores no suman puntos en esa semana (referencial).
• La vista es de solo lectura sobre datos oficiales de la temporada.
Alternos:
• Si no hay calendario cargado para la temporada, se muestra estado informativo y se ocultan listados.",
User Story,Archivar temporada,Yo como administrador del sistema quiero archivar una temporada antigua para entonces reducir datos históricos sin relevancia manteniendo la integridad del sistema.,"• Al archivar, todos los datos de la temporada (incl. puntajes y registros de ligas) se mueven a almacenamiento histórico y dejan de ser accesibles en la aplicación.
• El archivado es auditable y atómico (sin estados parciales).
• No afecta temporadas activas ni la temporada actual.
Alternos:
• Si la temporada es la actual, se bloquea el archivado hasta que otra temporada sea marcada como actual.",
User Story,Reimportar calendario antes del inicio,Yo como administrador del sistema quiero reimportar el calendario de una temporada antes de que comience para entonces corregir errores detectados en el archivo original.,"• Solo es posible reimportar calendario si la temporada no ha iniciado (antes de la semana 1).
• La reimportación sigue validaciones y atomicidad de la importación inicial.
• El archivo reemplaza completamente al calendario anterior; sin cargas parciales.
• El archivo previo se mueve a históricos con prefijo correspondiente.
Alternos:
• Si la temporada ya comenzó, se rechaza la reimportación con mensaje claro.",
